 ************************** Initing args for:  DEEP_RANGE_v0   **************************
Iters 52400 | Evals 218775 | RangeLoss 1.740032434463501 | ActionLoss 0.008016346953809261 | TotalLoss 1.8201967477798462
Iters 52600 | Evals 219603 | RangeLoss 1.7400009632110596 | ActionLoss 0.007993127219378948 | TotalLoss 1.8199340105056763
Iters 52800 | Evals 220440 | RangeLoss 1.7399414777755737 | ActionLoss 0.007971001788973808 | TotalLoss 1.8196449279785156
Iters 53000 | Evals 221294 | RangeLoss 1.739933967590332 | ActionLoss 0.007946801371872425 | TotalLoss 1.8193974494934082
Iters 53200 | Evals 222139 | RangeLoss 1.7397760152816772 | ActionLoss 0.007925362326204777 | TotalLoss 1.8190275430679321
Iters 53400 | Evals 222950 | RangeLoss 1.7396968603134155 | ActionLoss 0.007904456928372383 | TotalLoss 1.8187401294708252
Iters 53600 | Evals 223802 | RangeLoss 1.7396669387817383 | ActionLoss 0.007880236022174358 | TotalLoss 1.8184678554534912
Iters 53800 | Evals 224627 | RangeLoss 1.7396103143692017 | ActionLoss 0.0078561557456851 | TotalLoss 1.818171739578247
Iters 54000 | Evals 225472 | RangeLoss 1.7395492792129517 | ActionLoss 0.0078305434435606 | TotalLoss 1.8178565502166748
Iters 54200 | Evals 226319 | RangeLoss 1.7395411729812622 | ActionLoss 0.007806567475199699 | TotalLoss 1.8176076412200928
Iters 54400 | Evals 227151 | RangeLoss 1.7394380569458008 | ActionLoss 0.007786030415445566 | TotalLoss 1.817297101020813
Iters 54600 | Evals 227969 | RangeLoss 1.7393985986709595 | ActionLoss 0.007769177667796612 | TotalLoss 1.8170881271362305
Iters 54800 | Evals 228781 | RangeLoss 1.739343523979187 | ActionLoss 0.007747533265501261 | TotalLoss 1.816820740699768
Iters 55000 | Evals 229671 | RangeLoss 1.739333987236023 | ActionLoss 0.007727186661213636 | TotalLoss 1.8166111707687378
Iters 55200 | Evals 230494 | RangeLoss 1.7393009662628174 | ActionLoss 0.007703122217208147 | TotalLoss 1.8163365125656128
Iters 55400 | Evals 231371 | RangeLoss 1.739261269569397 | ActionLoss 0.007685461547225714 | TotalLoss 1.8161249160766602
Iters 55600 | Evals 232200 | RangeLoss 1.7391679286956787 | ActionLoss 0.007662304677069187 | TotalLoss 1.8157998323440552
Iters 55800 | Evals 233027 | RangeLoss 1.7391536235809326 | ActionLoss 0.00764774763956666 | TotalLoss 1.8156410455703735
Iters 56000 | Evals 233838 | RangeLoss 1.7390915155410767 | ActionLoss 0.00762736052274704 | TotalLoss 1.8153756856918335
Iters 56200 | Evals 234634 | RangeLoss 1.73905348777771 | ActionLoss 0.007606361526995897 | TotalLoss 1.8151276111602783
Iters 56400 | Evals 235462 | RangeLoss 1.7390062808990479 | ActionLoss 0.007586520630866289 | TotalLoss 1.814886212348938
Iters 56600 | Evals 236280 | RangeLoss 1.7389544248580933 | ActionLoss 0.007567252032458782 | TotalLoss 1.8146411180496216
Iters 56800 | Evals 237083 | RangeLoss 1.7389103174209595 | ActionLoss 0.007546733133494854 | TotalLoss 1.8143898248672485
Iters 57000 | Evals 237933 | RangeLoss 1.7387980222702026 | ActionLoss 0.007523918990045786 | TotalLoss 1.814046859741211
Iters 57200 | Evals 238756 | RangeLoss 1.7387290000915527 | ActionLoss 0.007504368666559458 | TotalLoss 1.81378173828125
Iters 57400 | Evals 239619 | RangeLoss 1.7386475801467896 | ActionLoss 0.007489051204174757 | TotalLoss 1.8135439157485962
Iters 57600 | Evals 240446 | RangeLoss 1.7385835647583008 | ActionLoss 0.007469174452126026 | TotalLoss 1.8132845163345337
Iters 57800 | Evals 241282 | RangeLoss 1.7384775876998901 | ActionLoss 0.007449870929121971 | TotalLoss 1.812986969947815
Iters 58000 | Evals 242120 | RangeLoss 1.7384072542190552 | ActionLoss 0.0074304090812802315 | TotalLoss 1.812717318534851
Iters 58200 | Evals 242942 | RangeLoss 1.7384028434753418 | ActionLoss 0.00741036469116807 | TotalLoss 1.812508463859558
Iters 58400 | Evals 243779 | RangeLoss 1.7383009195327759 | ActionLoss 0.007389203645288944 | TotalLoss 1.8121886253356934
Iters 58600 | Evals 244606 | RangeLoss 1.7382866144180298 | ActionLoss 0.007370824925601482 | TotalLoss 1.8119871616363525
Iters 58800 | Evals 245443 | RangeLoss 1.7382349967956543 | ActionLoss 0.007351415231823921 | TotalLoss 1.8117387294769287
Iters 59000 | Evals 246275 | RangeLoss 1.7381657361984253 | ActionLoss 0.007334570866078138 | TotalLoss 1.811502456665039
Iters 59200 | Evals 247121 | RangeLoss 1.7381373643875122 | ActionLoss 0.007317227777093649 | TotalLoss 1.8112964630126953
Iters 59400 | Evals 247952 | RangeLoss 1.7380743026733398 | ActionLoss 0.007300179917365313 | TotalLoss 1.8110616207122803
Iters 59600 | Evals 248774 | RangeLoss 1.738006591796875 | ActionLoss 0.007280218414962292 | TotalLoss 1.8107937574386597
Iters 59800 | Evals 249614 | RangeLoss 1.737989068031311 | ActionLoss 0.0072640604339540005 | TotalLoss 1.8106155395507812
Iters 60000 | Evals 250456 | RangeLoss 1.7379016876220703 | ActionLoss 0.007243810687214136 | TotalLoss 1.810325264930725
Iters 60200 | Evals 251301 | RangeLoss 1.737897276878357 | ActionLoss 0.007224105764180422 | TotalLoss 1.8101201057434082
Iters 60400 | Evals 252154 | RangeLoss 1.7378491163253784 | ActionLoss 0.007209663279354572 | TotalLoss 1.8099244832992554
Iters 60600 | Evals 253001 | RangeLoss 1.737839937210083 | ActionLoss 0.007193748839199543 | TotalLoss 1.809755802154541
Iters 60800 | Evals 253806 | RangeLoss 1.7377817630767822 | ActionLoss 0.0071748485788702965 | TotalLoss 1.8095070123672485
Iters 61000 | Evals 254645 | RangeLoss 1.737748146057129 | ActionLoss 0.007156457286328077 | TotalLoss 1.8092870712280273
Iters 61200 | Evals 255495 | RangeLoss 1.7376614809036255 | ActionLoss 0.00713692931458354 | TotalLoss 1.80900239944458
Iters 61400 | Evals 256327 | RangeLoss 1.73760187625885 | ActionLoss 0.007116671651601791 | TotalLoss 1.8087375164031982
Iters 61600 | Evals 257154 | RangeLoss 1.7375411987304688 | ActionLoss 0.007098688278347254 | TotalLoss 1.8084943294525146
Iters 61800 | Evals 257991 | RangeLoss 1.7375266551971436 | ActionLoss 0.007082182448357344 | TotalLoss 1.8083139657974243
Iters 62000 | Evals 258818 | RangeLoss 1.7374377250671387 | ActionLoss 0.0070625911466777325 | TotalLoss 1.808030366897583
Iters 62200 | Evals 259645 | RangeLoss 1.7374058961868286 | ActionLoss 0.00704389251768589 | TotalLoss 1.807811975479126
Iters 62400 | Evals 260462 | RangeLoss 1.737417221069336 | ActionLoss 0.0070254383608698845 | TotalLoss 1.807639241218567
Iters 62600 | Evals 261287 | RangeLoss 1.7373952865600586 | ActionLoss 0.007006341591477394 | TotalLoss 1.807428002357483
Iters 62800 | Evals 262109 | RangeLoss 1.737304925918579 | ActionLoss 0.006988773588091135 | TotalLoss 1.807161808013916
Iters 63000 | Evals 262942 | RangeLoss 1.7372745275497437 | ActionLoss 0.006968999747186899 | TotalLoss 1.8069382905960083
Iters 63200 | Evals 263776 | RangeLoss 1.7371670007705688 | ActionLoss 0.006951780058443546 | TotalLoss 1.8066579103469849
Iters 63400 | Evals 264615 | RangeLoss 1.7371416091918945 | ActionLoss 0.006932987831532955 | TotalLoss 1.806447148323059
Iters 63600 | Evals 265436 | RangeLoss 1.737109661102295 | ActionLoss 0.006914513185620308 | TotalLoss 1.8062305450439453
Iters 63800 | Evals 266243 | RangeLoss 1.7369972467422485 | ActionLoss 0.006896459497511387 | TotalLoss 1.805942416191101
Iters 64000 | Evals 267065 | RangeLoss 1.736985206604004 | ActionLoss 0.006879536900669336 | TotalLoss 1.8057600259780884
Iters 64200 | Evals 267892 | RangeLoss 1.736911654472351 | ActionLoss 0.006864150054752827 | TotalLoss 1.8055334091186523
Iters 64400 | Evals 268738 | RangeLoss 1.7368468046188354 | ActionLoss 0.006845296826213598 | TotalLoss 1.8052822351455688
Iters 64600 | Evals 269572 | RangeLoss 1.736803650856018 | ActionLoss 0.006828970275819302 | TotalLoss 1.8050751686096191
Iters 64800 | Evals 270394 | RangeLoss 1.7367349863052368 | ActionLoss 0.006810637190937996 | TotalLoss 1.8048264980316162
Iters 65000 | Evals 271225 | RangeLoss 1.736696481704712 | ActionLoss 0.0067924740724265575 | TotalLoss 1.8046072721481323
Iters 65200 | Evals 272051 | RangeLoss 1.7366364002227783 | ActionLoss 0.0067749288864433765 | TotalLoss 1.8043696880340576
Iters 65400 | Evals 272903 | RangeLoss 1.7366108894348145 | ActionLoss 0.006758140865713358 | TotalLoss 1.8041757345199585
Iters 65600 | Evals 273733 | RangeLoss 1.7365577220916748 | ActionLoss 0.0067419870756566525 | TotalLoss 1.8039597272872925
Iters 65800 | Evals 274526 | RangeLoss 1.7365201711654663 | ActionLoss 0.00672489870339632 | TotalLoss 1.803748607635498
Iters 66000 | Evals 275384 | RangeLoss 1.7365267276763916 | ActionLoss 0.006708275061100721 | TotalLoss 1.8035861253738403
Iters 66200 | Evals 276202 | RangeLoss 1.7365063428878784 | ActionLoss 0.006691203452646732 | TotalLoss 1.8033933639526367
Iters 66400 | Evals 277043 | RangeLoss 1.7364695072174072 | ActionLoss 0.006673771888017654 | TotalLoss 1.8031814098358154
Iters 66600 | Evals 277889 | RangeLoss 1.736403465270996 | ActionLoss 0.006655747536569834 | TotalLoss 1.802935242652893
Iters 66800 | Evals 278742 | RangeLoss 1.7363636493682861 | ActionLoss 0.006638975348323584 | TotalLoss 1.802727222442627
Iters 67000 | Evals 279562 | RangeLoss 1.7363373041152954 | ActionLoss 0.00662389537319541 | TotalLoss 1.802551031112671
Iters 67200 | Evals 280403 | RangeLoss 1.736297369003296 | ActionLoss 0.006606687791645527 | TotalLoss 1.802337408065796
Iters 67400 | Evals 281260 | RangeLoss 1.7362548112869263 | ActionLoss 0.006588994525372982 | TotalLoss 1.8021202087402344
Iters 67600 | Evals 282076 | RangeLoss 1.7362213134765625 | ActionLoss 0.006574383936822414 | TotalLoss 1.8019405603408813
Iters 67800 | Evals 282892 | RangeLoss 1.736191749572754 | ActionLoss 0.006557299755513668 | TotalLoss 1.8017390966415405
Iters 68000 | Evals 283714 | RangeLoss 1.7361736297607422 | ActionLoss 0.0065430933609604836 | TotalLoss 1.8015804290771484
Iters 68200 | Evals 284552 | RangeLoss 1.736072301864624 | ActionLoss 0.006526646204292774 | TotalLoss 1.8013136386871338
Iters 68400 | Evals 285396 | RangeLoss 1.7360584735870361 | ActionLoss 0.006509737111628056 | TotalLoss 1.8011263608932495
Iters 68600 | Evals 286227 | RangeLoss 1.7360328435897827 | ActionLoss 0.006494434084743261 | TotalLoss 1.8009461164474487
Iters 68800 | Evals 287049 | RangeLoss 1.7359745502471924 | ActionLoss 0.006477568298578262 | TotalLoss 1.8007216453552246
Iters 69000 | Evals 287852 | RangeLoss 1.7359259128570557 | ActionLoss 0.006461414508521557 | TotalLoss 1.8005112409591675
Iters 69200 | Evals 288666 | RangeLoss 1.7358647584915161 | ActionLoss 0.0064451443031430244 | TotalLoss 1.8002867698669434
Iters 69400 | Evals 289517 | RangeLoss 1.7357922792434692 | ActionLoss 0.006428323686122894 | TotalLoss 1.800045371055603
Iters 69600 | Evals 290371 | RangeLoss 1.7357598543167114 | ActionLoss 0.006411639973521233 | TotalLoss 1.79984712600708
Iters 69800 | Evals 291198 | RangeLoss 1.7357056140899658 | ActionLoss 0.006395565811544657 | TotalLoss 1.7996338605880737
Iters 70000 | Evals 292033 | RangeLoss 1.7356736660003662 | ActionLoss 0.006379685830324888 | TotalLoss 1.799442172050476
Iters 70200 | Evals 292886 | RangeLoss 1.7356383800506592 | ActionLoss 0.006363005843013525 | TotalLoss 1.799233317375183
Iters 70400 | Evals 293706 | RangeLoss 1.735596776008606 | ActionLoss 0.006348280236124992 | TotalLoss 1.7990437746047974
Iters 70600 | Evals 294537 | RangeLoss 1.7355791330337524 | ActionLoss 0.0063326372765004635 | TotalLoss 1.7988673448562622
Iters 70800 | Evals 295369 | RangeLoss 1.735559344291687 | ActionLoss 0.006317150313407183 | TotalLoss 1.7987034320831299
Iters 71000 | Evals 296210 | RangeLoss 1.7354545593261719 | ActionLoss 0.006302071735262871 | TotalLoss 1.7984529733657837
Iters 71200 | Evals 297066 | RangeLoss 1.7354271411895752 | ActionLoss 0.006286215037107468 | TotalLoss 1.7982680797576904
Iters 71400 | Evals 297934 | RangeLoss 1.7353665828704834 | ActionLoss 0.0062708728946745396 | TotalLoss 1.798058271408081
Iters 71600 | Evals 298782 | RangeLoss 1.7353330850601196 | ActionLoss 0.006255715154111385 | TotalLoss 1.797872543334961
Iters 71800 | Evals 299591 | RangeLoss 1.735275149345398 | ActionLoss 0.0062408954836428165 | TotalLoss 1.7976675033569336
Iters 72000 | Evals 300426 | RangeLoss 1.7352594137191772 | ActionLoss 0.006226322613656521 | TotalLoss 1.7974998950958252
Iters 72200 | Evals 301266 | RangeLoss 1.7352007627487183 | ActionLoss 0.006212208885699511 | TotalLoss 1.7973005771636963
Iters 72400 | Evals 302112 | RangeLoss 1.7351632118225098 | ActionLoss 0.006198334973305464 | TotalLoss 1.797118067741394
Iters 72600 | Evals 302927 | RangeLoss 1.7351258993148804 | ActionLoss 0.006183772347867489 | TotalLoss 1.7969363927841187
Iters 72800 | Evals 303759 | RangeLoss 1.735070824623108 | ActionLoss 0.006168986205011606 | TotalLoss 1.7967339754104614
Iters 73000 | Evals 304581 | RangeLoss 1.7350237369537354 | ActionLoss 0.0061546326614916325 | TotalLoss 1.796544075012207
Iters 73200 | Evals 305432 | RangeLoss 1.7349969148635864 | ActionLoss 0.006140091456472874 | TotalLoss 1.7963773012161255
Iters 73400 | Evals 306238 | RangeLoss 1.7349745035171509 | ActionLoss 0.0061265877448022366 | TotalLoss 1.7962175607681274
Iters 73600 | Evals 307095 | RangeLoss 1.7349311113357544 | ActionLoss 0.0061116027645766735 | TotalLoss 1.7960281372070312
Iters 73800 | Evals 307923 | RangeLoss 1.7348815202713013 | ActionLoss 0.006097818724811077 | TotalLoss 1.7958389520645142
Iters 74000 | Evals 308747 | RangeLoss 1.734771728515625 | ActionLoss 0.006084764376282692 | TotalLoss 1.79560124874115
Iters 74200 | Evals 309601 | RangeLoss 1.7347089052200317 | ActionLoss 0.006070417817682028 | TotalLoss 1.795393466949463
Iters 74400 | Evals 310434 | RangeLoss 1.73469078540802 | ActionLoss 0.006057119928300381 | TotalLoss 1.7952443361282349
Iters 74600 | Evals 311259 | RangeLoss 1.7346538305282593 | ActionLoss 0.006042777560651302 | TotalLoss 1.7950645685195923
Iters 74800 | Evals 312111 | RangeLoss 1.7346292734146118 | ActionLoss 0.006029028445482254 | TotalLoss 1.7949012517929077
Iters 75000 | Evals 312926 | RangeLoss 1.7345820665359497 | ActionLoss 0.006015287712216377 | TotalLoss 1.794716477394104
Iters 75200 | Evals 313778 | RangeLoss 1.7345441579818726 | ActionLoss 0.006001203786581755 | TotalLoss 1.7945414781570435
Iters 75400 | Evals 314608 | RangeLoss 1.7344777584075928 | ActionLoss 0.005988029297441244 | TotalLoss 1.794345498085022
Iters 75600 | Evals 315437 | RangeLoss 1.734466552734375 | ActionLoss 0.005974595434963703 | TotalLoss 1.7941999435424805
Iters 75800 | Evals 316271 | RangeLoss 1.7344294786453247 | ActionLoss 0.005960616748780012 | TotalLoss 1.794022798538208
Iters 76000 | Evals 317114 | RangeLoss 1.7343859672546387 | ActionLoss 0.005946854129433632 | TotalLoss 1.793839931488037
Iters 76200 | Evals 317968 | RangeLoss 1.734330177307129 | ActionLoss 0.005932897329330444 | TotalLoss 1.7936429977416992
Iters 76400 | Evals 318792 | RangeLoss 1.734294056892395 | ActionLoss 0.005919503979384899 | TotalLoss 1.7934725284576416
Iters 76600 | Evals 319624 | RangeLoss 1.7342146635055542 | ActionLoss 0.005906144622713327 | TotalLoss 1.7932604551315308
Iters 76800 | Evals 320448 | RangeLoss 1.7341506481170654 | ActionLoss 0.005893076304346323 | TotalLoss 1.7930680513381958
Iters 77000 | Evals 321280 | RangeLoss 1.7340853214263916 | ActionLoss 0.005879539530724287 | TotalLoss 1.7928675413131714
Iters 77200 | Evals 322096 | RangeLoss 1.73403799533844 | ActionLoss 0.005866575986146927 | TotalLoss 1.7926936149597168
Iters 77400 | Evals 322940 | RangeLoss 1.7339919805526733 | ActionLoss 0.005853541661053896 | TotalLoss 1.7925159931182861
Iters 77600 | Evals 323768 | RangeLoss 1.7339692115783691 | ActionLoss 0.005839943420141935 | TotalLoss 1.7923539876937866
Iters 77800 | Evals 324596 | RangeLoss 1.7339186668395996 | ActionLoss 0.005827306769788265 | TotalLoss 1.7921733856201172
Iters 78000 | Evals 325452 | RangeLoss 1.7338664531707764 | ActionLoss 0.005814824718981981 | TotalLoss 1.791995644569397
Iters 78200 | Evals 326295 | RangeLoss 1.7338110208511353 | ActionLoss 0.005801522172987461 | TotalLoss 1.791808009147644
Iters 78400 | Evals 327120 | RangeLoss 1.7337473630905151 | ActionLoss 0.00578908808529377 | TotalLoss 1.7916173934936523
Iters 78600 | Evals 327945 | RangeLoss 1.7337020635604858 | ActionLoss 0.005776493810117245 | TotalLoss 1.791445255279541
Iters 78800 | Evals 328764 | RangeLoss 1.7336279153823853 | ActionLoss 0.005763570312410593 | TotalLoss 1.7912383079528809
Iters 79000 | Evals 329604 | RangeLoss 1.7335811853408813 | ActionLoss 0.00575018348172307 | TotalLoss 1.7910528182983398
Iters 79200 | Evals 330451 | RangeLoss 1.7335577011108398 | ActionLoss 0.005737740080803633 | TotalLoss 1.790902018547058
Iters 79400 | Evals 331275 | RangeLoss 1.7335188388824463 | ActionLoss 0.005725379101932049 | TotalLoss 1.790738821029663
Iters 79600 | Evals 332098 | RangeLoss 1.7334665060043335 | ActionLoss 0.005713155027478933 | TotalLoss 1.790564775466919
Iters 79800 | Evals 332914 | RangeLoss 1.7334110736846924 | ActionLoss 0.0057004825212061405 | TotalLoss 1.7903810739517212
Iters 80000 | Evals 333732 | RangeLoss 1.7333369255065918 | ActionLoss 0.005688456818461418 | TotalLoss 1.7901860475540161
Iters 80200 | Evals 334575 | RangeLoss 1.733312964439392 | ActionLoss 0.005675449036061764 | TotalLoss 1.7900311946868896
Iters 80400 | Evals 335397 | RangeLoss 1.733238935470581 | ActionLoss 0.005662768147885799 | TotalLoss 1.7898274660110474
Iters 80600 | Evals 336241 | RangeLoss 1.73318612575531 | ActionLoss 0.005650095641613007 | TotalLoss 1.7896466255187988
Iters 80800 | Evals 337075 | RangeLoss 1.7331207990646362 | ActionLoss 0.005637377500534058 | TotalLoss 1.789452314376831
Iters 81000 | Evals 337917 | RangeLoss 1.7330673933029175 | ActionLoss 0.005624700803309679 | TotalLoss 1.7892755270004272
Iters 81200 | Evals 338739 | RangeLoss 1.733033537864685 | ActionLoss 0.0056127747520804405 | TotalLoss 1.7891267538070679
Iters 81400 | Evals 339590 | RangeLoss 1.732998251914978 | ActionLoss 0.005600668024271727 | TotalLoss 1.7889670133590698
Iters 81600 | Evals 340439 | RangeLoss 1.7329187393188477 | ActionLoss 0.0055899349972605705 | TotalLoss 1.7887781858444214
Iters 81800 | Evals 341274 | RangeLoss 1.7328898906707764 | ActionLoss 0.0055779400281608105 | TotalLoss 1.7886295318603516
Iters 82000 | Evals 342109 | RangeLoss 1.732838749885559 | ActionLoss 0.0055663748644292355 | TotalLoss 1.7884591817855835
Iters 82200 | Evals 342916 | RangeLoss 1.732792615890503 | ActionLoss 0.005555303767323494 | TotalLoss 1.7883024215698242
Iters 82400 | Evals 343770 | RangeLoss 1.7327617406845093 | ActionLoss 0.005543609615415335 | TotalLoss 1.7881510257720947
Iters 82600 | Evals 344581 | RangeLoss 1.732703685760498 | ActionLoss 0.005531898699700832 | TotalLoss 1.787973165512085
Iters 82800 | Evals 345422 | RangeLoss 1.7326574325561523 | ActionLoss 0.0055195651948452 | TotalLoss 1.7878044843673706
Iters 83000 | Evals 346279 | RangeLoss 1.732649326324463 | ActionLoss 0.005507351364940405 | TotalLoss 1.787675142288208
Iters 83200 | Evals 347154 | RangeLoss 1.7326449155807495 | ActionLoss 0.0054952180944383144 | TotalLoss 1.7875449657440186
Iters 83400 | Evals 347983 | RangeLoss 1.7326220273971558 | ActionLoss 0.005483466200530529 | TotalLoss 1.7874075174331665
Iters 83600 | Evals 348832 | RangeLoss 1.7326006889343262 | ActionLoss 0.005471513140946627 | TotalLoss 1.7872645854949951
Iters 83800 | Evals 349630 | RangeLoss 1.7325531244277954 | ActionLoss 0.005460422486066818 | TotalLoss 1.7871078252792358
Iters 84000 | Evals 350475 | RangeLoss 1.73248291015625 | ActionLoss 0.005449076648801565 | TotalLoss 1.7869203090667725
Iters 84200 | Evals 351318 | RangeLoss 1.7324268817901611 | ActionLoss 0.0054411026649177074 | TotalLoss 1.786780834197998
Iters 84400 | Evals 352138 | RangeLoss 1.7323437929153442 | ActionLoss 0.005430569406598806 | TotalLoss 1.7865971326828003
Iters 84600 | Evals 352948 | RangeLoss 1.7322849035263062 | ActionLoss 0.005419102031737566 | TotalLoss 1.7864254713058472
Iters 84800 | Evals 353772 | RangeLoss 1.7322773933410645 | ActionLoss 0.005408319644629955 | TotalLoss 1.7863125801086426
Iters 85000 | Evals 354595 | RangeLoss 1.7322745323181152 | ActionLoss 0.005397542845457792 | TotalLoss 1.7861994504928589
Iters 85200 | Evals 355430 | RangeLoss 1.7322710752487183 | ActionLoss 0.005388126242905855 | TotalLoss 1.786100149154663
Iters 85400 | Evals 356255 | RangeLoss 1.7322269678115845 | ActionLoss 0.005378909409046173 | TotalLoss 1.785962700843811
Iters 85600 | Evals 357102 | RangeLoss 1.732211709022522 | ActionLoss 0.005369020625948906 | TotalLoss 1.7858529090881348
Iters 85800 | Evals 357944 | RangeLoss 1.7321746349334717 | ActionLoss 0.005359868053346872 | TotalLoss 1.7857216596603394
Iters 86000 | Evals 358787 | RangeLoss 1.7321757078170776 | ActionLoss 0.005349772050976753 | TotalLoss 1.7856190204620361
Iters 86200 | Evals 359639 | RangeLoss 1.7321218252182007 | ActionLoss 0.005339482333511114 | TotalLoss 1.7854628562927246
Iters 86400 | Evals 360473 | RangeLoss 1.732089638710022 | ActionLoss 0.00532899796962738 | TotalLoss 1.785324215888977
Iters 86600 | Evals 361333 | RangeLoss 1.732059121131897 | ActionLoss 0.0053194435313344 | TotalLoss 1.7851946353912354
Iters 86800 | Evals 362167 | RangeLoss 1.732006549835205 | ActionLoss 0.005310296081006527 | TotalLoss 1.7850505113601685
Iters 87000 | Evals 363012 | RangeLoss 1.732002854347229 | ActionLoss 0.0053039793856441975 | TotalLoss 1.7849818468093872
Iters 87200 | Evals 363859 | RangeLoss 1.731976866722107 | ActionLoss 0.0052950745448470116 | TotalLoss 1.7848632335662842
Iters 87400 | Evals 364696 | RangeLoss 1.7319450378417969 | ActionLoss 0.005285027902573347 | TotalLoss 1.784732699394226
Iters 87600 | Evals 365523 | RangeLoss 1.7318757772445679 | ActionLoss 0.005275403615087271 | TotalLoss 1.7845659255981445
Iters 87800 | Evals 366363 | RangeLoss 1.7318496704101562 | ActionLoss 0.005266138818114996 | TotalLoss 1.7844465970993042
Iters 88000 | Evals 367182 | RangeLoss 1.731816053390503 | ActionLoss 0.005260423291474581 | TotalLoss 1.7843574285507202
Iters 88200 | Evals 368033 | RangeLoss 1.731774091720581 | ActionLoss 0.005251022987067699 | TotalLoss 1.7842177152633667
Iters 88400 | Evals 368870 | RangeLoss 1.7317659854888916 | ActionLoss 0.005240900907665491 | TotalLoss 1.7841050624847412
Iters 88600 | Evals 369706 | RangeLoss 1.7317256927490234 | ActionLoss 0.005231061019003391 | TotalLoss 1.7839665412902832
Iters 88800 | Evals 370526 | RangeLoss 1.7317100763320923 | ActionLoss 0.005221167579293251 | TotalLoss 1.7838493585586548
Iters 89000 | Evals 371353 | RangeLoss 1.731667399406433 | ActionLoss 0.0052114869467914104 | TotalLoss 1.78371000289917
Iters 89200 | Evals 372184 | RangeLoss 1.7316093444824219 | ActionLoss 0.005201809573918581 | TotalLoss 1.7835524082183838
Iters 89400 | Evals 373040 | RangeLoss 1.73157799243927 | ActionLoss 0.005192012991756201 | TotalLoss 1.7834210395812988
Iters 89600 | Evals 373840 | RangeLoss 1.7315198183059692 | ActionLoss 0.005184144712984562 | TotalLoss 1.7832831144332886
Iters 89800 | Evals 374654 | RangeLoss 1.7315081357955933 | ActionLoss 0.0051742312498390675 | TotalLoss 1.7831716537475586
Iters 90000 | Evals 375488 | RangeLoss 1.7314821481704712 | ActionLoss 0.0051661524921655655 | TotalLoss 1.7830621004104614
Iters 90200 | Evals 376329 | RangeLoss 1.7314592599868774 | ActionLoss 0.005156010389328003 | TotalLoss 1.7829352617263794
Iters 90400 | Evals 377175 | RangeLoss 1.7314203977584839 | ActionLoss 0.005148072261363268 | TotalLoss 1.782819151878357
Iters 90600 | Evals 378009 | RangeLoss 1.7313815355300903 | ActionLoss 0.005141789093613625 | TotalLoss 1.7827184200286865
Iters 90800 | Evals 378840 | RangeLoss 1.7313473224639893 | ActionLoss 0.005133760627359152 | TotalLoss 1.7826040983200073
Iters 91000 | Evals 379664 | RangeLoss 1.731305718421936 | ActionLoss 0.0051253074780106544 | TotalLoss 1.7824783325195312
Iters 91200 | Evals 380502 | RangeLoss 1.7312332391738892 | ActionLoss 0.005116259679198265 | TotalLoss 1.782317042350769
Iters 91400 | Evals 381352 | RangeLoss 1.7311989068984985 | ActionLoss 0.0051069362089037895 | TotalLoss 1.782191276550293
Iters 91600 | Evals 382213 | RangeLoss 1.7312079668045044 | ActionLoss 0.0051017990335822105 | TotalLoss 1.782152533531189
Iters 91800 | Evals 383041 | RangeLoss 1.7311615943908691 | ActionLoss 0.005092620383948088 | TotalLoss 1.7820117473602295
Iters 92000 | Evals 383870 | RangeLoss 1.7311441898345947 | ActionLoss 0.005083597265183926 | TotalLoss 1.781902551651001
Iters 92200 | Evals 384690 | RangeLoss 1.7311033010482788 | ActionLoss 0.005074633285403252 | TotalLoss 1.7817738056182861
Iters 92400 | Evals 385545 | RangeLoss 1.731069803237915 | ActionLoss 0.005065350327640772 | TotalLoss 1.781646966934204
Iters 92600 | Evals 386383 | RangeLoss 1.7310115098953247 | ActionLoss 0.005056598223745823 | TotalLoss 1.7814984321594238
Iters 92800 | Evals 387216 | RangeLoss 1.7309761047363281 | ActionLoss 0.005049011204391718 | TotalLoss 1.7813820838928223
Iters 93000 | Evals 388080 | RangeLoss 1.7309428453445435 | ActionLoss 0.005040463525801897 | TotalLoss 1.7812633514404297
Iters 93200 | Evals 388921 | RangeLoss 1.7308964729309082 | ActionLoss 0.0050323475152254105 | TotalLoss 1.7811321020126343
Iters 93400 | Evals 389768 | RangeLoss 1.7308275699615479 | ActionLoss 0.0050240145064890385 | TotalLoss 1.7809829711914062
Iters 93600 | Evals 390600 | RangeLoss 1.7308018207550049 | ActionLoss 0.005016263108700514 | TotalLoss 1.7808756828308105
Iters 93800 | Evals 391430 | RangeLoss 1.730791687965393 | ActionLoss 0.00500758271664381 | TotalLoss 1.7807778120040894
Iters 94000 | Evals 392255 | RangeLoss 1.7308013439178467 | ActionLoss 0.004999341443181038 | TotalLoss 1.7807087898254395
Iters 94200 | Evals 393096 | RangeLoss 1.7307754755020142 | ActionLoss 0.004990407265722752 | TotalLoss 1.7805933952331543
Iters 94400 | Evals 393945 | RangeLoss 1.7307665348052979 | ActionLoss 0.004983340390026569 | TotalLoss 1.780513882637024
Iters 94600 | Evals 394760 | RangeLoss 1.7307446002960205 | ActionLoss 0.004974807146936655 | TotalLoss 1.7804080247879028
